Epoch,Population Size,Current Best Fitness,X1,X2,Best Fitness All Time,Best X1,Best X2
24,16,0.6055537399815484,-0.5335040703130431,-0.566504322084981,0.6055537399815484,-0.5335040703130431,-0.566504322084981
25,18,0.5846134204588403,-0.5135039177239804,-0.566504322084981,0.5846134204588403,-0.5135039177239804,-0.566504322084981
26,16,0.5846134204588403,-0.5135039177239804,-0.566504322084981,0.5846134204588403,-0.5135039177239804,-0.566504322084981
27,20,0.5846134204588403,-0.5135039177239804,-0.566504322084981,0.5846134204588403,-0.5135039177239804,-0.566504322084981
28,18,0.5667411477506373,-0.5135039177239804,-0.5505042000137337,0.5667411477506373,-0.5135039177239804,-0.5505042000137337
29,20,0.5667411477506373,-0.5135039177239804,-0.5505042000137337,0.5667411477506373,-0.5135039177239804,-0.5505042000137337
30,18,0.5667411477506373,-0.5135039177239804,-0.5505042000137337,0.5667411477506373,-0.5135039177239804,-0.5505042000137337
31,20,0.5667411477506373,-0.5135039177239804,-0.5505042000137337,0.5667411477506373,-0.5135039177239804,-0.5505042000137337
32,20,0.5657151320949358,-0.512503910094523,-0.5505042000137337,0.5657151320949358,-0.512503910094523,-0.5505042000137337
33,18,0.3412497070374314,-0.5135039177239804,-0.2785021248025856,0.3412497070374314,-0.5135039177239804,-0.2785021248025856
34,16,0.30734518969752983,-0.06550049972915417,-0.5505042000137337,0.30734518969752983,-0.06550049972915417,-0.5505042000137337
35,18,0.30734518969752983,-0.06550049972915417,-0.5505042000137337,0.30734518969752983,-0.06550049972915417,-0.5505042000137337
36,18,0.0818537489843239,-0.06550049972915417,-0.2785021248025856,0.0818537489843239,-0.06550049972915417,-0.2785021248025856
37,20,0.0818537489843239,-0.06550049972915417,-0.2785021248025856,0.0818537489843239,-0.06550049972915417,-0.2785021248025856
38,12,0.07786968819261274,-0.01750013351542634,-0.2785021248025856,0.07786968819261274,-0.01750013351542634,-0.2785021248025856
39,16,0.07786968819261274,-0.01750013351542634,-0.2785021248025856,0.07786968819261274,-0.01750013351542634,-0.2785021248025856
40,16,0.07786968819261274,-0.01750013351542634,-0.2785021248025856,0.07786968819261274,-0.01750013351542634,-0.2785021248025856
41,20,0.0047965731896192155,-0.06550049972915417,-0.02250017166268492,0.0047965731896192155,-0.06550049972915417,-0.02250017166268492
42,18,0.0047965731896192155,-0.06550049972915417,-0.02250017166268492,0.0047965731896192155,-0.06550049972915417,-0.02250017166268492
43,16,0.0008125123979080377,-0.01750013351542634,-0.02250017166268492,0.0008125123979080377,-0.01750013351542634,-0.02250017166268492
44,18,0.0008125123979080377,-0.01750013351542634,-0.02250017166268492,0.0008125123979080377,-0.01750013351542634,-0.02250017166268492
45,18,0.0008125123979080377,-0.01750013351542634,-0.02250017166268492,0.0008125123979080377,-0.01750013351542634,-0.02250017166268492
46,18,0.0008125123979080377,-0.01750013351542634,-0.02250017166268492,0.0008125123979080377,-0.01750013351542634,-0.02250017166268492
47,20,0.0008125123979080377,-0.01750013351542634,-0.02250017166268492,0.0008125123979080377,-0.01750013351542634,-0.02250017166268492
48,18,0.0008125123979080377,-0.01750013351542634,-0.02250017166268492,0.0008125123979080377,-0.01750013351542634,-0.02250017166268492
49,18,0.0008125123979080377,-0.01750013351542634,-0.02250017166268492,0.0008125123979080377,-0.01750013351542634,-0.02250017166268492
50,14,0.0008125123979080377,-0.01750013351542634,-0.02250017166268492,0.0008125123979080377,-0.01750013351542634,-0.02250017166268492
51,18,0.0008125123979080377,-0.01750013351542634,-0.02250017166268492,0.0008125123979080377,-0.01750013351542634,-0.02250017166268492
52,16,0.0008125123979080377,-0.01750013351542634,-0.02250017166268492,0.0008125123979080377,-0.01750013351542634,-0.02250017166268492
53,20,0.0005085077591829574,-0.0015000114441789947,-0.02250017166268492,0.0005085077591829574,-0.0015000114441789947,-0.02250017166268492
54,18,0.0005085077591829574,-0.0015000114441789947,-0.02250017166268492,0.0005085077591829574,-0.0015000114441789947,-0.02250017166268492
55,20,0.0005085077591829574,-0.0015000114441789947,-0.02250017166268492,0.0005085077591829574,-0.0015000114441789947,-0.02250017166268492
56,18,0.0005085077591829574,-0.0015000114441789947,-0.02250017166268492,0.0005085077591829574,-0.0015000114441789947,-0.02250017166268492
57,14,0.0005085077591829574,-0.0015000114441789947,-0.02250017166268492,0.0005085077591829574,-0.0015000114441789947,-0.02250017166268492
58,18,0.0005085077591829574,-0.0015000114441789947,-0.02250017166268492,0.0005085077591829574,-0.0015000114441789947,-0.02250017166268492
59,20,0.0005085077591829574,-0.0015000114441789947,-0.02250017166268492,0.0005085077591829574,-0.0015000114441789947,-0.02250017166268492
60,16,0.0005085077591829574,-0.0015000114441789947,-0.02250017166268492,0.0005085077591829574,-0.0015000114441789947,-0.02250017166268492
61,20,0.0005085077591829574,-0.0015000114441789947,-0.02250017166268492,0.0005085077591829574,-0.0015000114441789947,-0.02250017166268492
62,20,0.0005085077591829574,-0.0015000114441789947,-0.02250017166268492,0.0005085077591829574,-0.0015000114441789947,-0.02250017166268492
63,20,0.0005085077591829574,-0.0015000114441789947,-0.02250017166268492,0.0005085077591829574,-0.0015000114441789947,-0.02250017166268492
64,18,0.0005085077591829574,-0.0015000114441789947,-0.02250017166268492,0.0005085077591829574,-0.0015000114441789947,-0.02250017166268492
65,16,0.0005085077591829574,-0.0015000114441789947,-0.02250017166268492,0.0005085077591829574,-0.0015000114441789947,-0.02250017166268492
66,18,0.0005085077591829574,-0.0015000114441789947,-0.02250017166268492,0.0005085077591829574,-0.0015000114441789947,-0.02250017166268492
67,20,0.0005085077591829574,-0.0015000114441789947,-0.02250017166268492,0.0005085077591829574,-0.0015000114441789947,-0.02250017166268492
68,18,0.0005085077591829574,-0.0015000114441789947,-0.02250017166268492,0.0005085077591829574,-0.0015000114441789947,-0.02250017166268492
69,18,0.0005085077591829574,-0.0015000114441789947,-0.02250017166268492,0.0005085077591829574,-0.0015000114441789947,-0.02250017166268492
70,18,0.0005085077591829574,-0.0015000114441789947,-0.02250017166268492,0.0005085077591829574,-0.0015000114441789947,-0.02250017166268492
71,20,0.0005085077591829574,-0.0015000114441789947,-0.02250017166268492,0.0005085077591829574,-0.0015000114441789947,-0.02250017166268492
72,18,0.0005085077591829574,-0.0015000114441789947,-0.02250017166268492,0.0005085077591829574,-0.0015000114441789947,-0.02250017166268492
73,18,0.0005085077591829574,-0.0015000114441789947,-0.02250017166268492,0.0005085077591829574,-0.0015000114441789947,-0.02250017166268492
74,20,0.0005085077591829574,-0.0015000114441789947,-0.02250017166268492,0.0005085077591829574,-0.0015000114441789947,-0.02250017166268492
75,18,0.0005065077286650256,-0.0005000038147215946,-0.02250017166268492,0.0005065077286650256,-0.0005000038147215946,-0.02250017166268492
76,20,0.0005065077286650256,-0.0005000038147215946,-0.02250017166268492,0.0005065077286650256,-0.0005000038147215946,-0.02250017166268492
77,16,0.0005065077286650256,-0.0005000038147215946,-0.02250017166268492,0.0005065077286650256,-0.0005000038147215946,-0.02250017166268492
78,20,0.0005065077286650256,-0.0005000038147215946,-0.02250017166268492,0.0005065077286650256,-0.0005000038147215946,-0.02250017166268492
79,14,0.0005065077286650256,-0.0005000038147215946,-0.02250017166268492,0.0005065077286650256,-0.0005000038147215946,-0.02250017166268492
80,20,0.0005065077286650256,-0.0005000038147215946,-0.02250017166268492,0.0005065077286650256,-0.0005000038147215946,-0.02250017166268492
81,20,0.0005065077286650256,-0.0005000038147215946,-0.02250017166268492,0.0005065077286650256,-0.0005000038147215946,-0.02250017166268492
82,20,0.0005065077286650256,-0.0005000038147215946,-0.02250017166268492,0.0005065077286650256,-0.0005000038147215946,-0.02250017166268492
83,20,0.0005065077286650256,-0.0005000038147215946,-0.02250017166268492,0.0005065077286650256,-0.0005000038147215946,-0.02250017166268492
84,16,0.0005065077286650256,-0.0005000038147215946,-0.02250017166268492,0.0005065077286650256,-0.0005000038147215946,-0.02250017166268492
85,20,0.0005065077286650256,-0.0005000038147215946,-0.02250017166268492,0.0005065077286650256,-0.0005000038147215946,-0.02250017166268492
86,16,0.0005065077286650256,-0.0005000038147215946,-0.02250017166268492,0.0005065077286650256,-0.0005000038147215946,-0.02250017166268492
87,16,0.0005065077286650256,-0.0005000038147215946,-0.02250017166268492,0.0005065077286650256,-0.0005000038147215946,-0.02250017166268492
88,16,0.0005065077286650256,-0.0005000038147215946,-0.02250017166268492,0.0005065077286650256,-0.0005000038147215946,-0.02250017166268492
89,18,0.00034850531774864026,-0.0025000190736363948,-0.01850014114486953,0.00034850531774864026,-0.0025000190736363948,-0.01850014114486953
90,14,0.00034850531774864026,-0.0025000190736363948,-0.01850014114486953,0.00034850531774864026,-0.0025000190736363948,-0.01850014114486953
91,16,0.00034250522619483066,-0.0005000038147215946,-0.01850014114486953,0.00034250522619483066,-0.0005000038147215946,-0.01850014114486953
92,18,0.00034250522619483066,-0.0005000038147215946,-0.01850014114486953,0.00034250522619483066,-0.0005000038147215946,-0.01850014114486953
93,18,0.00034250522619483066,-0.0005000038147215946,-0.01850014114486953,0.00034250522619483066,-0.0005000038147215946,-0.01850014114486953
94,20,0.00034250522619483066,-0.0005000038147215946,-0.01850014114486953,0.00034250522619483066,-0.0005000038147215946,-0.01850014114486953
95,18,0.00034250522619483066,-0.0005000038147215946,-0.01850014114486953,0.00034250522619483066,-0.0005000038147215946,-0.01850014114486953
96,20,0.00034250522619483066,-0.0005000038147215946,-0.01850014114486953,0.00034250522619483066,-0.0005000038147215946,-0.01850014114486953
97,20,0.00034250522619483066,-0.0005000038147215946,-0.01850014114486953,0.00034250522619483066,-0.0005000038147215946,-0.01850014114486953
98,18,0.00034250522619483066,-0.0005000038147215946,-0.01850014114486953,0.00034250522619483066,-0.0005000038147215946,-0.01850014114486953
99,16,0.00034250522619483066,-0.0005000038147215946,-0.01850014114486953,0.00034250522619483066,-0.0005000038147215946,-0.01850014114486953
100,16,0.00034250522619483066,-0.0005000038147215946,-0.01850014114486953,0.00034250522619483066,-0.0005000038147215946,-0.01850014114486953
