Epoch,Population Size,Current Best Fitness,X1,X2,Best Fitness All Time,Best X1,Best X2
1,50,137.18655979279276,4.50753438975822,-10.810582478198839,137.18655979279276,4.50753438975822,-10.810582478198839
2,18,140.87313204520635,-3.174524219697723,11.436587254236244,137.18655979279276,4.50753438975822,-10.810582478198839
3,16,43.89705031327605,-6.485549480815742,-1.3545103340937317,43.89705031327605,-6.485549480815742,-1.3545103340937317
4,20,43.89705031327605,-6.485549480815742,-1.3545103340937317,43.89705031327605,-6.485549480815742,-1.3545103340937317
5,16,43.89705031327605,-6.485549480815742,-1.3545103340937317,43.89705031327605,-6.485549480815742,-1.3545103340937317
6,18,10.415243423396165,-3.1735242120682656,-0.5865044746740296,10.415243423396165,-3.1735242120682656,-0.5865044746740296
7,16,10.415243423396165,-3.1735242120682656,-0.5865044746740296,10.415243423396165,-3.1735242120682656,-0.5865044746740296
8,20,10.415243423396165,-3.1735242120682656,-0.5865044746740296,10.415243423396165,-3.1735242120682656,-0.5865044746740296
9,16,7.54449561942806,-2.389518230577316,-1.3545103340937317,7.54449561942806,-2.389518230577316,-1.3545103340937317
10,20,6.053784873074007,-2.389518230577316,-0.5865044746740296,6.053784873074007,-2.389518230577316,-0.5865044746740296
11,16,7.54449561942806,-2.389518230577316,-1.3545103340937317,6.053784873074007,-2.389518230577316,-0.5865044746740296
12,18,6.916518037287155,-2.389518230577316,-1.098508380953831,6.053784873074007,-2.389518230577316,-0.5865044746740296
13,18,6.916518037287155,-2.389518230577316,-1.098508380953831,6.053784873074007,-2.389518230577316,-0.5865044746740296
14,16,5.958603420725873,-2.3695180779882676,-0.5865044746740296,5.958603420725873,-2.3695180779882676,-0.5865044746740296
15,16,5.958603420725873,-2.3695180779882676,-0.5865044746740296,5.958603420725873,-2.3695180779882676,-0.5865044746740296
16,20,5.958603420725873,-2.3695180779882676,-0.5865044746740296,5.958603420725873,-2.3695180779882676,-0.5865044746740296
17,18,1.0387203495542416,-0.8335063591488563,-0.5865044746740296,1.0387203495542416,-0.8335063591488563,-0.5865044746740296
18,20,1.0387203495542416,-0.8335063591488563,-0.5865044746740296,1.0387203495542416,-0.8335063591488563,-0.5865044746740296
19,14,1.0387203495542416,-0.8335063591488563,-0.5865044746740296,1.0387203495542416,-0.8335063591488563,-0.5865044746740296
20,18,0.9977877249743431,-0.8335063591488563,-0.5505042000137337,0.9977877249743431,-0.8335063591488563,-0.5505042000137337
21,20,0.9977877249743431,-0.8335063591488563,-0.5505042000137337,0.9977877249743431,-0.8335063591488563,-0.5505042000137337
22,18,0.9977877249743431,-0.8335063591488563,-0.5505042000137337,0.9977877249743431,-0.8335063591488563,-0.5505042000137337
23,20,0.6055537399815484,-0.5335040703130431,-0.566504322084981,0.6055537399815484,-0.5335040703130431,-0.566504322084981
